0.5,0.9999996948242188,9.229322811504716e-12,1.999998779296875,1.476691649840754e-10
0.625,0.9999943237304687,1.709792647395162e-10,1.999977294921875,2.7356682358322736e-9
0.75,0.9999499206542969,1.6874921796200116e-9,1.9998009033203126,2.636176508826165e-8
0.875,0.9997777709960938,6.718272054278913e-9,1.999119384765625,1.0405759792308748e-7
1.0,0.9992794189453125,2.615110532896173e-8,1.997174560546875,3.9014020362296634e-7
1.0,0.9992879028320313,2.3840034419709773e-8,1.9972077026367188,3.5375714287146796e-7
1.1,0.99844287109375,5.227472032751306e-8,1.993955078125,7.453951630387137e-7
1.2,0.9970187377929688,1.088686257570958e-7,1.988566162109375,1.479301128062876e-6
1.3,0.9947820129394531,2.030700033118547e-7,1.9802779541015625,2.6107092608918672e-6
1.4,0.9914180603027344,3.4816140911212857e-7,1.9681735229492188,4.25055613731956e-6
1.5,0.9865066528320312,6.017718907889436e-7,1.9511275024414063,6.778225254218965e-6
1.6,0.9796335144042969,1.0481218353391163e-6,1.928296875,1.015601895592951e-5
1.7,0.9700848388671875,1.810368400316935e-6,1.8982196044921875,1.5107029536226251e-5
1.8,0.9568487854003906,3.0792177131807863e-6,1.8592842407226562,2.151150361180785e-5
1.9,0.9383206481933594,5.316629825911306e-6,1.809595458984375,2.8422638401016224e-5
2.0,0.9112254638671875,1.1742524004674641e-5,1.7454486694335938,4.1421995950383575e-5
2.1,0.8685589904785156,3.072547609708062e-5,1.6619129028320312,6.655885948537586e-5
2.2,0.7854673767089844,0.00017469435894360266,1.5470294799804687,0.00010991895639965007
2.3,0.18102963256835938,0.012282744760925252,1.3448343505859375,0.00017218838897612958
2.4,0.040530303955078124,0.0011435776005403043,1.2038742065429688,9.49885609473015e-5
2.5,0.025279388427734376,0.0003468082878166237,1.1063916625976562,7.970672275673398e-5
2.6,0.01844610595703125,0.00019925077867743597,1.02870556640625,7.586353689103992e-5
2.7,0.014794647216796875,0.00012674348344849246,0.963564208984375,5.949860900729983e-5
2.8,0.012761749267578126,8.956262730975616e-5,0.908294677734375,6.163666944007377e-5
2.9,0.0107606201171875,6.948119219955622e-5,0.860302734375,5.809770332084401e-5
3.0,0.01060272216796875,6.51187131048979e-5,0.8171875,5.7733736119351466e-5
3.1,0.00971966552734375,5.4967765838981753e-5,0.7792719116210938,5.146682724446145e-5
3.2,0.00925384521484375,4.679037806194825e-5,0.7449400024414062,4.8422127242411735e-5
3.3,0.00836065673828125,4.213829544019533e-5,0.713953125,4.46339729311946e-5
3.4,0.00820770263671875,3.619978085040926e-5,0.6859434204101562,4.523559223051305e-5
3.5,0.007786956787109375,3.385841439163928e-5,0.6601569213867188,4.486698198231967e-5
3.6,0.007576019287109375,3.1957811152038576e-5,0.6361117553710938,4.6019998842382314e-5
3.7,0.00688909912109375,2.7216599357348906e-5,0.6141160278320312,4.513864026398391e-5
3.8,0.00673992919921875,2.693160276140298e-5,0.5939244995117188,4.659410054842991e-5
3.9,0.00656280517578125,2.4912013272354947e-5,0.5749409790039063,4.3084399742973955e-5
4.0,0.006413421630859375,2.2560344040356544e-5,0.5573011474609375,4.019279587077904e-5
4.0,0.006682342529296875,2.6193177906443942e-5,0.5572438354492187,4.288993958939421e-5
5.5,0.004976104736328125,1.3773775873920167e-5,0.38474688720703126,3.6540857004421244e-5
7.0,0.004207061767578125,9.998789680814061e-6,0.29589373779296874,3.282256353948567e-5
8.5,0.004026458740234375,8.800624756028763e-6,0.2406788330078125,3.382209511669548e-5
10.0,0.003692138671875,7.963851899714088e-6,0.203770751953125,3.188151765514065e-5
