    0.0000    7.0030
    0.0707    7.0460
    0.1414    7.1760
    0.2121    7.3910
    0.2828    7.6910
    0.3536    8.0790
    0.4654    6.5910
    0.5772    4.7660
    0.6890    3.0920
    0.8008    1.6140
    0.9126    0.3500
    1.0244   -0.6930
    1.1362   -1.5100
    1.2480   -2.0960
    1.3598   -2.4490
    1.4716   -2.5660
    1.5716   -2.4720
    1.6716   -2.1900
    1.7716   -1.7210
    1.8716   -1.0660
    1.9716   -0.2290
    2.0716    0.7870
    2.1716    1.9770
    2.2716    3.3280
    2.3716    4.8020
    2.4716    5.9270
    2.5216    5.9480
    2.5716    6.0120
    2.6216    6.1200
    2.6716    6.2700
    2.7216    6.4640
    2.7716    6.7010
    2.8216    6.9810
    2.9216    7.6700
    2.9716    8.0790
    3.0423    7.6510
    3.1130    6.9860
    3.1837    6.3570
    3.2544    5.8020
    3.3251    5.3280
    3.3959    4.9380
    3.4666    4.6340
    3.5373    4.4170
    3.6080    4.2860
    3.6787    4.2430
    3.6787    4.4480
    3.6080    4.4940
    3.5373    4.6310
    3.4666    4.8600
    3.3959    5.1770
    3.3251    5.5800
    3.2544    6.0630
    3.1837    6.6160
    3.1130    7.2170
    3.0423    7.7910
    2.9716    8.0790
    2.9216    8.5320
    2.8216    9.5680
    2.7716   10.1490
    2.7216   10.7730
    2.6716   11.4400
    2.6216   12.1540
    2.5716   12.9030
    2.5216   13.6850
    2.4716   14.8080
    2.3716   14.8860
    2.2716   15.1240
    2.1716   15.5170
    2.0716   16.0670
    1.9716   16.7720
    1.8716   17.6320
    1.7716   18.6420
    1.6716   19.8080
    1.5716   21.0560
    1.4716   21.9340
    1.3598   20.4520
    1.2480   18.3470
    1.1362   16.3550
    1.0244   14.5420
    0.9126   12.9320
    0.8008   11.5330
    0.6890   10.3450
    0.5772    9.3750
    0.4654    8.6200
    0.3536    8.0790
    0.2828    8.1380
    0.2121    7.9350
    0.1414    7.7520
    0.0707    7.6340
    0.0000    7.5940
    0.0000    8.6300
    0.0707    8.6720
    0.1414    8.7970
    0.2121    8.9910
    0.2828    9.2020
    0.3536    9.2390
    0.4654    9.9790
    0.5772   10.9210
    0.6890   11.9440
    0.8008   13.1270
    0.9126   14.4690
    1.0244   15.9500
    1.1362   17.5390
    1.2480   19.1960
    1.3598   20.8470
    1.4716   21.9340
    1.5716   21.0560
    1.6716   19.8080
    1.7716   18.6420
    1.8716   17.6320
    1.9716   16.7720
    2.0716   16.0670
    2.1716   15.5170
    2.2716   15.1240
    2.3716   14.8860
    2.4716   14.8080
    2.5216   14.6290
    2.5716    7.4890
    2.6216    7.6020
    2.6716    7.7580
    2.7216    7.9580
    2.7716    8.2000
    2.8216    8.4790
    2.9216    9.0830
    2.9716    9.2390
    3.0423    9.7580
    3.1130   10.6850
    3.1837   11.7470
    3.2544   12.9070
    3.3251   14.1530
    3.3959   15.4740
    3.4666   16.8570
    3.5373   18.2710
    3.6080   19.6340
    3.6787   20.7390
    3.6787   20.7390
    3.6080   21.4230
    3.5373   21.7790
    3.4666   22.0480
    3.3959   22.3420
    3.3251   22.6920
    3.2544   23.1060
    3.1837   23.5990
    3.1130   24.1520
    3.0423   24.7600
    2.9716   25.2300
    2.9216   23.9940
    2.8216   21.6240
    2.7716   20.4950
    2.7216   19.4050
    2.6716   18.3570
    2.6216   17.3500
    2.5716   16.3880
    2.5216   15.4800
    2.4716   14.3150
    2.3716   14.4060
    2.2716   14.6840
    2.1716   15.1460
    2.0716   15.7910
    1.9716   16.6150
    1.8716   17.6110
    1.7716   18.7510
    1.6716   20.0340
    1.5716   21.2770
    1.4716   21.9340
    1.3598   23.4410
    1.2480   23.2440
    1.1362   22.6160
    1.0244   20.3580
    0.9126   18.0520
    0.8008   15.8960
    0.6890   13.9240
    0.5772   12.1810
    0.4654   10.8110
    0.3536   10.1790
    0.2828   10.7150
    0.2121   11.9300
    0.1414   13.3380
    0.0707   14.7960
    0.0000   15.8010
    0.0000   17.4190
    0.0707   18.4910
    0.1414   20.1520
    0.2121   21.9110
    0.2828   23.6700
    0.3536   25.2300
    0.4654   24.0770
    0.5772   23.1160
    0.6890   22.3600
    0.8008   21.8260
    0.9126   21.4740
    1.0244   21.3190
    1.1362   21.3490
    1.2480   21.5310
    1.3598   21.7920
    1.4716   23.5160
    1.5716   23.2860
    1.6716   22.6780
    1.7716   21.8850
    1.8716   20.0730
    1.9716   17.5280
    2.0716   15.0920
    2.1716   12.7910
    2.2716   10.6410
    2.3716    8.6830
    2.4716    7.4000
    2.5216    7.4220
    2.5716   14.1930
    2.6216   13.6350
    2.6716   13.0320
    2.7216   12.4310
