    2.7716   11.8480
    2.8216   11.2970
    2.9216   10.3770
    2.9716   10.1790
    3.0423   10.5510
    3.1130   11.3610
    3.1837   12.3550
    3.2544   13.4550
    3.3251   14.6340
    3.3959   15.8710
    3.4666   17.1490
    3.5373   18.4410
    3.6080   19.6860
    3.6787   20.7800
    3.6787   20.7800
    3.6080   21.4890
    3.5373   21.9230
    3.4666   22.2580
    3.3959   22.6120
    3.3251   23.0180
    3.2544   23.4800
    3.1837   23.9960
    3.1130   24.5320
    3.0423   25.0130
    2.9716   25.2300
    2.9216   25.3080
    2.8216   23.4420
    2.7716   22.4800
    2.7216   21.5430
    2.6716   20.6490
    2.6216   19.8230
    2.5716   19.0990
    2.5216   18.5610
    2.4716   18.3570
    2.3716   18.4420
    2.2716   18.6960
    2.1716   19.1070
    2.0716   19.6590
    1.9716   20.3380
    1.8716   21.1170
    1.7716   22.7580
    1.6716   25.4000
    1.5716   24.5250
    1.4716   23.5160
    1.3598   24.4180
    1.2480   25.4750
    1.1362   23.4480
    1.0244   23.2180
    0.9126   23.3150
    0.8008   23.5880
    0.6890   24.0040
    0.5772   24.5470
    0.4654   25.1020
    0.3536   25.2300
    0.2828   25.6480
    0.2121   25.4050
    0.1414   25.2150
    0.0707   25.0980
    0.0000   25.0590
