    0.0000   -2.1270
    0.0707   -2.1050
    0.1414   -2.0360
    0.2121   -1.9210
    0.2828   -1.7600
    0.3536   -1.5550
    0.4654   -2.0830
    0.5772   -2.7120
    0.6890   -3.3650
    0.8008   -3.9870
    0.9126   -4.5430
    1.0244   -5.0120
    1.1362   -5.3850
    1.2480   -5.6550
    1.3598   -5.8180
    1.4716   -5.8710
    1.5716   -5.8290
    1.6716   -5.6980
    1.7716   -5.4810
    1.8716   -5.1790
    1.9716   -4.7910
    2.0716   -4.3230
    2.1716   -3.7760
    2.2716   -3.1560
    2.3716   -2.4700
    2.4716   -1.7230
    2.5216   -1.7200
    2.5716   -1.7090
    2.6216   -1.6920
    2.6716   -1.6690
    2.7216   -1.6430
    2.7716   -1.6170
    2.8216   -1.5920
    2.9216   -1.5600
    2.9716   -1.5550
    3.0423   -1.8800
    3.1130   -2.1980
    3.1837   -2.4930
    3.2544   -2.7580
    3.3251   -2.9890
    3.3959   -3.1780
    3.4666   -3.3310
    3.5373   -3.4390
    3.6080   -3.5030
    3.6787   -3.5240
    3.6787   -0.9220
    3.6080   -0.9100
    3.5373   -0.8760
    3.4666   -0.8250
    3.3959   -0.7670
    3.3251   -0.7230
    3.2544   -0.7210
    3.1837   -0.8000
    3.1130   -0.9800
    3.0423   -1.2430
    2.9716   -1.5550
    2.9216   -1.5600
    2.8216   -1.5920
    2.7716   -1.6170
    2.7216   -1.6430
    2.6716   -1.6690
    2.6216   -1.6920
    2.5716   -1.7090
    2.5216   -1.7200
    2.4716   -1.7230
    2.3716   -0.9250
    2.2716   -0.0840
    2.1716    0.7850
    2.0716    1.6740
    1.9716    2.5700
    1.8716    3.4590
    1.7716    4.3280
    1.6716    5.1360
    1.5716    5.7910
    1.4716    6.0720
    1.3598    5.6090
    1.2480    4.6840
    1.1362    3.6790
    1.0244    2.7030
    0.9126    1.7930
    0.8008    0.9570
    0.6890    0.2030
    0.5772   -0.4680
    0.4654   -1.0540
    0.3536   -1.5550
    0.2828   -1.3640
    0.2121   -1.2440
    0.1414   -1.1790
    0.0707   -1.1480
    0.0000   -1.1370
    0.0000    1.7220
    0.0707    1.7410
    0.1414    1.7970
    0.2121    1.8890
    0.2828    2.0160
    0.3536    2.1760
    0.4654    1.9770
    0.5772    2.0500
    0.6890    2.3350
    0.8008    2.7760
    0.9126    3.3320
    1.0244    3.9690
    1.1362    4.6480
    1.2480    5.3090
    1.3598    5.8460
    1.4716    6.0720
    1.5716    5.8930
    1.6716    5.4890
    1.7716    5.0220
    1.8716    4.5700
    1.9716    4.1650
    2.0716    3.8230
    2.1716    3.5510
    2.2716    3.3550
    2.3716    3.2360
    2.4716    3.1960
    2.5216    3.1620
    2.5716    3.0690
    2.6216    2.9340
    2.6716    2.7780
    2.7216    2.6200
    2.7716    2.4740
    2.8216    2.3500
    2.9216    2.1960
    2.9716    2.1760
    3.0423    1.9740
    3.1130    1.8900
    3.1837    1.9620
    3.2544    2.2060
    3.3251    2.5960
    3.3959    3.0910
    3.4666    3.6430
    3.5373    4.1990
    3.6080    4.6630
    3.6787    4.8610
    3.6787    4.8610
    3.6080    4.8200
    3.5373    4.6960
    3.4666    4.4930
    3.3959    4.2190
    3.3251    3.8910
    3.2544    3.5290
    3.1837    3.1570
    3.1130    2.7920
    3.0423    2.4580
    2.9716    2.1760
    2.9216    2.1960
    2.8216    2.3500
    2.7716    2.4740
    2.7216    2.6200
    2.6716    2.7780
