    2.6216    2.9340
    2.5716    3.0690
    2.5216    3.1620
    2.4716    3.1960
    2.3716    3.2360
    2.2716    3.3550
    2.1716    3.5510
    2.0716    3.8230
    1.9716    4.1650
    1.8716    4.5700
    1.7716    5.0220
    1.6716    5.4890
    1.5716    5.8930
    1.4716    6.0720
    1.3598    5.9950
    1.2480    5.7870
    1.1362    5.4790
    1.0244    5.0930
    0.9126    4.6320
    0.8008    4.1150
    0.6890    3.5740
    0.5772    3.0470
    0.4654    2.5720
    0.3536    2.1760
    0.2828    2.4150
    0.2121    2.7570
    0.1414    3.1470
    0.0707    3.4850
    0.0000    3.6260
    0.0000    7.2340
    0.0707    7.4450
    0.1414    7.9980
    0.2121    8.7550
    0.2828    9.6160
    0.3536   10.3030
    0.4654    9.9510
    0.5772    9.4360
    0.6890    9.0130
    0.8008    8.6970
    0.9126    8.4910
    1.0244    8.3940
    1.1362    8.3960
    1.2480    8.4770
    1.3598    8.5800
    1.4716    8.6300
    1.5716    8.5200
    1.6716    8.2370
    1.7716    7.8700
    1.8716    7.4970
    1.9716    7.1620
    2.0716    6.8920
    2.1716    6.7040
    2.2716    6.6080
    2.3716    6.6150
    2.4716    6.7360
    2.5216    6.7980
    2.5716    6.9730
    2.6216    7.2460
    2.6716    7.5960
    2.7216    8.0040
    2.7716    8.4600
    2.8216    8.9540
    2.9216    9.9810
    2.9716   10.3030
    3.0423   10.0030
    3.1130    9.7050
    3.1837    9.4610
    3.2544    9.2810
    3.3251    9.1740
    3.3959    9.1490
    3.4666    9.1930
    3.5373    9.2860
    3.6080    9.3780
    3.6787    9.4190
    3.6787    7.5660
    3.6080    7.7460
    3.5373    8.1310
    3.4666    8.5080
    3.3959    8.8220
    3.3251    9.1060
    3.2544    9.3980
    3.1837    9.7050
    3.1130   10.0290
    3.0423   10.3260
    2.9716   10.3030
    2.9216    9.9810
    2.8216    8.9540
    2.7716    8.4600
    2.7216   13.8780
    2.6716   14.5190
    2.6216   15.1290
    2.5716   15.6490
    2.5216   15.9760
    2.4716   16.0730
    2.3716   15.4650
    2.2716   14.5470
    2.1716   13.6170
    2.0716   12.7040
    1.9716   11.8180
    1.8716   10.9570
    1.7716   10.1510
    1.6716    9.4230
    1.5716    8.8600
    1.4716    8.6300
    1.3598    8.8460
    1.2480    9.1640
    1.1362    9.4890
    1.0244    9.7760
    0.9126    9.9410
    0.8008    9.8270
    0.6890    9.7410
    0.5772    9.8060
    0.4654   10.0040
    0.3536   10.3030
    0.2828   10.3530
    0.2121   10.2920
    0.1414   10.2260
    0.0707   10.1830
    0.0000   10.1700
    0.0000   13.5170
    0.0707   13.0940
    0.1414   12.5000
    0.2121   11.9210
    0.2828   11.3980
    0.3536   11.0450
    0.4654   10.7120
    0.5772   10.4780
    0.6890   10.3240
    0.8008   10.2150
    0.9126   10.2490
    1.0244   10.6570
    1.1362   11.0280
    1.2480   10.5780
    1.3598    9.7130
    1.4716    8.6300
    1.5716    8.8600
    1.6716    9.4230
    1.7716   10.1510
    1.8716   10.9570
    1.9716   11.8180
    2.0716   12.7040
    2.1716   13.6170
    2.2716   14.5470
    2.3716   15.4650
    2.4716   16.0730
    2.5216   15.9760
    2.5716   15.6490
    2.6216   15.1290
    2.6716   14.5190
    2.7216   13.8780
    2.7716   13.2280
    2.8216   12.5890
    2.9216   11.3880
    2.9716   11.0450
    3.0423   11.0410
    3.1130   11.4390
    3.1837   11.9520
    3.2544   12.5290
    3.3251   11.9660
    3.3959   11.0800
    3.4666   10.3320
    3.5373    9.8000
    3.6080    9.5080
    3.6787    9.4190
    3.6787   13.6260
    3.6080   13.7280
    3.5373   13.9600
    3.4666   14.0850
    3.3959   13.8650
    3.3251   13.4130
    3.2544   12.8980
    3.1837   12.3780
    3.1130   11.8780
    3.0423   11.4190
    2.9716   11.0450
    2.9216   11.3880
    2.8216   12.5890
    2.7716   13.2280
    2.7216    8.0040
    2.6716    7.5960
    2.6216    7.2460
    2.5716    6.9730
    2.5216    6.7980
    2.4716    6.7360
    2.3716    6.9740
    2.2716    7.3400
    2.1716    7.8310
    2.0716    8.4490
    1.9716    9.1720
    1.8716    9.9220
    1.7716   10.4080
    1.6716   10.1610
    1.5716    9.6080
    1.4716    9.3400
    1.3598    8.8340
    1.2480    9.3310
    1.1362    9.9780
    1.0244   10.7230
    0.9126   11.5560
    0.8008   12.4660
    0.6890   13.4510
    0.5772   13.8210
    0.4654   12.2500
    0.3536   11.0450
    0.2828   11.4260
    0.2121   12.1000
    0.1414   12.8330
    0.0707   13.5930
    0.0000   14.1980
